Sex,Age,Year,Month,Day,Street Number,Birthday,Name,Surname,City,Street,State,State Voted
Male,65,1955,3,2,51,1955-3-2,Gregory,Gibbs,Olathe,Seventh,Kansas,Kansas
Male,63,1957,1,17,21,1957-1-17,Randy,Hester,Fontana,Fifth,California,California
Female,54,1966,4,27,21,1966-4-27,Heather,Houston,Spring Valley,Park,Nevada,New Hampshire
Female,85,1935,1,16,40,1935-1-16,Sharon,Hobbs,Midland,Pine,Texas,Texas
Female,66,1954,11,6,66,1954-11-6,Olivia,Mcfarland,McKinney,Lake,Texas,Texas
Female,41,1979,9,25,62,1979-9-25,Isabella,Robertson,Grand Rapids,Hill,Michigan,Michigan
Male,82,1938,7,21,76,1938-7-21,Jeffrey,Powell,Phoenix,Maple,Arizona,Arizona
Female,71,1949,3,25,11,1949-3-25,Martha,Bennett,San Bernardino,Hill,California,California
Male,88,1932,1,29,81,1932-1-29,Dylan,Glass,St. Petersburg,Pine,Florida,Florida
Male,37,1983,2,11,57,1983-2-11,Edward,Adkins,Pasadena,Third,Texas,Texas
Male,63,1957,10,12,42,1957-10-12,Charles,Walton,Omaha,Lake,Nebraska,Nebraska
Male,84,1936,3,4,72,1936-3-4,John,Haynes,Glendale,Third,Arizona,Arizona
Male,60,1960,4,15,69,1960-4-15,Anthony,Stout,Raleigh,Maple,North Carolina,North Carolina
Male,43,1977,1,14,98,1977-1-14,Terry,Church,Oceanside,Fourth,California,California
Female,41,1979,12,22,22,1979-12-22,Shirley,Sweet,Milwaukee,Main,Wisconsin,Wisconsin
Male,33,1987,1,6,100,1987-1-6,Lawrence,Bentley,Midland,Fourth,Texas,Texas
Female,57,1963,7,5,84,1963-7-5,Abigail,Gross,New York City,Pine,New York,New York
Male,59,1961,3,25,24,1961-3-25,Brian,King,Cleveland,Seventh,Ohio,Ohio
Male,73,1947,7,13,19,1947-7-13,Willie,Lamb,Phoenix,Fifth,Arizona,Arizona
Female,81,1939,9,29,49,1939-9-29,Samantha,Rivers,North Las Vegas,Seventh,Nevada,Nevada
Female,72,1948,11,15,19,1948-11-15,Kelly,Vazquez,Rancho Cucamonga,View,California,California
Male,71,1949,10,9,38,1949-10-9,Willie,Rosales,Irvine,Washington,California,California
Female,41,1979,7,6,8,1979-7-6,Natalie,Moss,Richmond,Pine,Virginia,Virginia
Female,28,1992,7,24,42,1992-7-24,Lauren,Guzman,Plano,First,Texas,Texas
Female,21,1999,8,21,79,1999-8-21,Rebecca,Valentine,Augusta,Maple,Georgia,Georgia
Female,25,1995,12,15,7,1995-12-15,Samantha,Higgins,Arlington,Fifth,Texas,Texas
Male,63,1957,11,4,80,1957-11-4,Larry,Gaines,Spring Valley,Seventh,Nevada,Nevada
Female,65,1955,7,13,100,1955-7-13,Brenda,Emerson,Huntington Beach,Eighth,California,California
Female,70,1950,6,20,93,1950-6-20,Carolyn,Sullivan,Ontario,Maple,California,California
Male,87,1933,2,27,6,1933-2-27,Henry,Oneil,Gilbert,Main,Arizona,Arizona
Female,29,1991,12,15,2,1991-12-15,Linda,Maddox,Jersey City,Pine,New Jersey,New Jersey
Female,77,1943,9,22,43,1943-9-22,Janet,Franco,Murfreesboro,Seventh,Tennessee,Tennessee
Female,40,1980,6,11,51,1980-6-11,Joyce,Singleton,Riverside,First,California,California
Female,71,1949,12,5,21,1949-12-5,Lisa,Gallagher,Buffalo,Maple,New York,New York
Female,55,1965,9,16,87,1965-9-16,Deborah,Kirk,Savannah,Ninth,Georgia,Georgia
Male,46,1974,12,31,35,1974-12-31,Jeffrey,Meadows,Des Moines,Lake,Iowa,Iowa
Male,47,1973,2,9,31,1973-2-9,Stephen,Powers,Moreno Valley,Lake,California,California
Male,67,1953,1,17,73,1953-1-17,Joe,Mckay,Tulsa,Second,Oklahoma,Oklahoma
Male,70,1950,6,14,13,1950-6-14,Larry,Cook,Corona,Sixth,California,California
Female,78,1942,8,15,64,1942-8-15,Jennifer,Bernard,Columbus,Cedar,Ohio,Ohio
Female,21,1999,1,17,79,1999-1-17,Carol,Kelly,San Francisco,Elm,California,California
Female,33,1987,1,24,50,1987-1-24,Isabella,Wells,Tempe,Fifth,Arizona,Arizona
Male,36,1984,8,28,41,1984-8-28,Steven,Henry,Miami,Oak,Florida,Florida
Male,60,1960,10,28,13,1960-10-28,Dennis,Bullock,Fort Worth,Ninth,Texas,Texas
Female,58,1962,6,18,9,1962-6-18,Julia,Berry,Columbus,Sixth,Ohio,Ohio
Female,84,1936,4,22,1,1936-4-22,Danielle,Lindsay,Bayamon,Sixth,Puerto Rico,Puerto Rico
Female,36,1984,9,19,73,1984-9-19,Julie,Hopkins,Savannah,Fourth,Georgia,Alabama
Female,56,1964,6,3,63,1964-6-3,Melissa,Hayes,Atlanta,Pine,Georgia,Georgia
Male,29,1991,7,17,34,1991-7-17,Samuel,Poole,Laredo,Park,Texas,Texas
Male,78,1942,9,5,8,1942-9-5,Joe,Chen,Olathe,Fifth,Kansas,Kansas
Male,80,1940,10,28,75,1940-10-28,Alexander,Foreman,Long Beach,Seventh,California,California
Female,86,1934,10,17,67,1934-10-17,Sara,Kennedy,Cincinnati,Pine,Ohio,Ohio
Male,20,2000,6,16,67,2000-6-16,David,Simmons,Clarksville,Main,Tennessee,Tennessee
Female,41,1979,6,25,32,1979-6-25,Emma,Phelps,Little Rock,Pine,Arkansas,Arkansas
Female,41,1979,10,21,69,1979-10-21,Victoria,Perez,Tempe,Fifth,Arizona,Arizona
Male,55,1965,8,26,84,1965-8-26,Jordan,Ortega,Grand Rapids,Hill,Michigan,Michigan
Male,82,1938,3,6,66,1938-3-6,Gerald,Oliver,Sacramento,Pine,California,California
Female,64,1956,12,25,78,1956-12-25,Cynthia,Wallace,Jersey City,View,New Jersey,New Jersey
Female,78,1942,10,28,86,1942-10-28,Cheryl,Olson,Palmdale,Second,California,California
Male,90,1930,6,23,24,1930-6-23,Raymond,Harper,Bellevue,Oak,Washington,Washington
Male,79,1941,12,23,73,1941-12-23,Alexander,Levy,Bellevue,Oak,Washington,Washington
Male,36,1984,6,2,99,1984-6-2,Lawrence,Mayo,Norfolk,Sixth,Virginia,Virginia
Female,74,1946,1,26,96,1946-1-26,Martha,Doyle,North Las Vegas,Washington,Nevada,Nevada
Male,44,1976,11,16,67,1976-11-16,Billy,Edwards,Hayward,View,California,California
Female,32,1988,6,11,69,1988-6-11,Ashley,Knapp,Detroit,Washington,Michigan,Michigan
Female,59,1961,2,24,76,1961-2-24,Cynthia,Bell,Irvine,Fourth,California,California
Female,69,1951,12,17,26,1951-12-17,Natalie,Finch,Greensboro,Oak,North Carolina,North Carolina
Male,81,1939,8,30,64,1939-8-30,Steven,Burch,Grand Prairie,Sixth,Texas,Texas
Female,44,1976,4,14,5,1976-4-14,Judith,Larson,Grand Prairie,Second,Texas,Texas
Female,88,1932,10,1,39,1932-10-1,Judy,Macdonald,Chandler,Fifth,Arizona,Arizona
Female,48,1972,8,29,53,1972-8-29,Virginia,Frederick,North Las Vegas,Hill,Nevada,Nevada
Female,35,1985,3,5,35,1985-3-5,Denise,Cox,Spokane,Seventh,Washington,Washington
Female,63,1957,3,3,78,1957-3-3,Elizabeth,Hickman,San Juan,Fourth,Puerto Rico,Puerto Rico
Female,19,2001,9,4,7,2001-9-4,Joyce,Wolfe,McAllen,Third,Texas,Texas
Female,55,1965,11,18,34,1965-11-18,Nicole,Aguirre,Gilbert,Elm,Arizona,Arizona
Female,48,1972,1,31,27,1972-1-31,Maria,Norton,Bakersfield,Washington,California,Iowa
Female,75,1945,7,8,49,1945-7-8,Cynthia,Gonzales,Paradise,Maple,Nevada,Nevada
Female,35,1985,3,6,64,1985-3-6,Stephanie,Singleton,Hollywood,Main,Florida,Florida
Female,39,1981,1,31,42,1981-1-31,Rachel,England,Denver,Seventh,Colorado,Colorado
Female,57,1963,12,21,63,1963-12-21,Judith,Mcdowell,Des Moines,Park,Iowa,Iowa
Male,85,1935,1,2,84,1935-1-2,Adam,Rivera,Murfreesboro,Elm,Tennessee,Tennessee
Female,80,1940,12,13,50,1940-12-13,Janice,House,Pembroke Pines,Washington,Florida,Florida
Male,46,1974,7,31,47,1974-7-31,Zachary,Ball,Baltimore,Park,Maryland,Maryland
Male,71,1949,8,26,60,1949-8-26,Keith,Sanders,Modesto,Washington,California,California
Male,59,1961,3,29,68,1961-3-29,Jordan,Wagner,Corpus Christi,Third,Texas,Texas
Male,81,1939,7,24,36,1939-7-24,Terry,Oneil,Memphis,Washington,Tennessee,Tennessee
Male,26,1994,8,18,22,1994-8-18,David,Leblanc,Fort Wayne,Seventh,Indiana,Indiana
Female,75,1945,11,8,73,1945-11-8,Jessica,Olsen,Shreveport,Washington,Louisiana,Louisiana
Male,52,1968,6,1,11,1968-6-1,Joseph,Stephens,Orlando,Washington,Florida,Florida
Female,41,1979,12,7,7,1979-12-7,Ruth,Alston,Macon County,View,Georgia,Georgia
Male,73,1947,9,30,27,1947-9-30,Thomas,Carroll,Cary,View,North Carolina,North Carolina
Male,86,1934,1,20,17,1934-1-20,Keith,Salinas,Chula Vista,Cedar,California,California
Female,71,1949,7,11,45,1949-7-11,Margaret,Turner,Vancouver,Maple,Washington,Washington
Male,79,1941,5,19,81,1941-5-19,David,Mcfadden,Boise,Sixth,Idaho,Idaho
Male,36,1984,7,14,24,1984-7-14,Steven,Mckay,Santa Clarita,Ninth,California,California
Male,51,1969,2,25,26,1969-2-25,Stephen,Decker,St. Paul,Second,Minnesota,Minnesota
Female,41,1979,5,9,4,1979-5-9,Abigail,Calhoun,McAllen,Pine,Texas,Texas
Female,36,1984,1,4,35,1984-1-4,Doris,Lott,Mesa,Sixth,Arizona,Arizona
Female,86,1934,7,6,65,1934-7-6,Sarah,Mueller,Milwaukee,Fourth,Wisconsin,Wisconsin
Female,88,1932,6,11,26,1932-6-11,Katherine,Baird,Grand Rapids,Seventh,Michigan,Michigan
Female,66,1954,4,22,99,1954-4-22,Angela,Dotson,Oxnard,Cedar,California,California
Female,39,1981,6,3,68,1981-6-3,Rose,Benson,Arlington,Second,Texas,Texas
Female,56,1964,9,23,52,1964-9-23,Mary,Barton,Lexington,Fourth,Kentucky,Kentucky
Female,21,1999,2,18,84,1999-2-18,Diane,Guzman,Enterprise,Park,Nevada,Nevada
Female,33,1987,7,27,48,1987-7-27,Maria,Grant,Roseville,Cedar,California,California
Female,80,1940,1,31,58,1940-1-31,Sophia,Mcknight,North Las Vegas,Hill,Nevada,Nevada
Male,79,1941,3,23,45,1941-3-23,Willie,Garza,Cary,Washington,North Carolina,North Carolina
Male,58,1962,2,5,76,1962-2-5,George,Ramirez,Toledo,Third,Ohio,Ohio
Male,63,1957,11,23,29,1957-11-23,Bruce,Jensen,Fremont,Main,California,California
Female,71,1949,6,25,22,1949-6-25,Kathleen,Black,Peoria,Lake,Arizona,Arizona
Male,42,1978,9,14,70,1978-9-14,Lawrence,Schmidt,Clarksville,Washington,Tennessee,Tennessee
Male,63,1957,7,29,79,1957-7-29,Alexander,Hampton,Springfield,Main,Missouri,Missouri
Female,54,1966,8,13,99,1966-8-13,Natalie,Howard,Fort Worth,Eighth,Texas,Texas
Female,71,1949,7,15,94,1949-7-15,Ann,Hull,Joliet,Cedar,Illinois,Illinois
Male,77,1943,2,26,49,1943-2-26,Gary,Farmer,Spring Valley,Park,Nevada,Nevada
Male,87,1933,8,14,53,1933-8-14,Austin,Day,Sunnyvale,Seventh,California,California
Female,57,1963,8,12,57,1963-8-12,Sara,Parrish,Clarksville,Park,Tennessee,Tennessee
Male,42,1978,2,7,72,1978-2-7,Donald,French,San Juan,Elm,Puerto Rico,Puerto Rico
Female,75,1945,5,11,81,1945-5-11,Marilyn,Cervantes,Cleveland,Pine,Ohio,Ohio
Male,63,1957,4,16,8,1957-4-16,Jeremy,Contreras,Plano,Eighth,Texas,Texas
Male,76,1944,11,10,22,1944-11-10,Ronald,Bolton,Olathe,Sixth,Kansas,Kansas
Female,59,1961,12,1,53,1961-12-1,Alice,Fulton,Bridgeport,Fifth,Connecticut,Connecticut
Female,89,1931,10,3,81,1931-10-3,Isabella,Bush,St. Louis,Maple,Missouri,Missouri
Female,48,1972,9,1,98,1972-9-1,Shirley,Lynch,Baltimore,Fourth,Maryland,Maryland
Male,77,1943,2,26,61,1943-2-26,Sean,Figueroa,Dallas,View,Texas,Texas
Female,64,1956,6,19,79,1956-6-19,Charlotte,Booth,Fresno,Main,California,California
Female,78,1942,9,11,30,1942-9-11,Dorothy,Cunningham,Springfield,Washington,Missouri,Missouri
Male,43,1977,4,29,22,1977-4-29,Gary,Daugherty,Garden Grove,Oak,California,California
Male,87,1933,11,27,28,1933-11-27,Randy,Drake,Newark,Maple,New Jersey,New Jersey
Male,26,1994,8,3,5,1994-8-3,William,Frye,Reno,Main,Nevada,Nevada
Female,78,1942,6,7,90,1942-6-7,Evelyn,Rollins,Fayetteville,Seventh,North Carolina,North Carolina
Female,69,1951,9,28,59,1951-9-28,Victoria,Rojas,Overland Park,Hill,Kansas,Kansas
Female,42,1978,4,6,10,1978-4-6,Rebecca,Norton,North Las Vegas,Pine,Nevada,Nevada
Female,62,1958,9,11,43,1958-9-11,Shirley,Burgess,St. Petersburg,Lake,Florida,Florida
Male,39,1981,4,24,57,1981-4-24,John,Rutledge,Chula Vista,Second,California,California
Female,52,1968,1,13,18,1968-1-13,Jessica,Becker,Modesto,Fifth,California,California
Male,55,1965,12,27,65,1965-12-27,Bruce,Macdonald,Dallas,Cedar,Texas,Texas
Male,32,1988,7,19,100,1988-7-19,Paul,Mack,Denver,Hill,Colorado,Colorado
Female,29,1991,3,23,61,1991-3-23,Hannah,Chapman,Oklahoma City,Cedar,Oklahoma,Oklahoma
Male,83,1937,10,3,3,1937-10-3,Jerry,Vargas,Irving,Main,Texas,Texas
Female,18,2002,6,11,79,2002-6-11,Judy,Fry,Springfield,Main,Missouri,Missouri
Male,78,1942,6,13,61,1942-6-13,Willie,David,Anaheim,Cedar,California,California
Male,31,1989,2,22,28,1989-2-22,Noah,Delgado,Birmingham,First,Alabama,Alabama
Female,60,1960,12,16,11,1960-12-16,Hannah,Rios,Amarillo,Sixth,Texas,Texas
Male,79,1941,9,5,44,1941-9-5,Ryan,Mayer,Grand Rapids,Second,Michigan,Michigan
Male,47,1973,1,27,45,1973-1-27,Kevin,Acosta,Bellevue,Hill,Washington,Washington
Male,83,1937,12,23,100,1937-12-23,Ralph,Schultz,Pomona,Seventh,California,California
Female,56,1964,6,11,38,1964-6-11,Catherine,Dalton,Gilbert,Ninth,Arizona,Arizona
Female,34,1986,6,9,51,1986-6-9,Margaret,Small,Olathe,Seventh,Kansas,Kansas
Male,31,1989,11,24,90,1989-11-24,Juan,Farley,Columbus,First,Ohio,Ohio
Female,36,1984,7,15,20,1984-7-15,Shirley,Ratliff,Oceanside,Cedar,California,California
Male,26,1994,10,6,33,1994-10-6,Tyler,Palmer,Baltimore,Third,Maryland,Maryland
Female,35,1985,6,29,63,1985-6-29,Amanda,Peters,Pembroke Pines,Seventh,Florida,Florida
Male,21,1999,6,4,87,1999-6-4,Michael,Wyatt,Corpus Christi,Main,Texas,Texas
Female,20,2000,2,5,81,2000-2-5,Joan,Shaw,Portland,Ninth,Oregon,Oregon
Male,20,2000,2,11,80,2000-2-11,Douglas,Tillman,Grand Rapids,Hill,Michigan,Michigan
Female,30,1990,9,9,39,1990-9-9,Lisa,Bernard,Orlando,Hill,Florida,Florida
Male,41,1979,12,10,49,1979-12-10,Roy,Mclaughlin,Little Rock,First,Arkansas,Arkansas
Female,57,1963,2,25,8,1963-2-25,Virginia,Rice,Rockford,Seventh,Illinois,Illinois
Female,18,2002,3,25,89,2002-3-25,Megan,Jacobs,Tulsa,Pine,Oklahoma,Oklahoma
Female,51,1969,3,23,92,1969-3-23,Emma,Palmer,Winston-Salem,Maple,North Carolina,North Carolina
Male,19,2001,7,6,100,2001-7-6,Nicholas,Mays,Arlington,View,Texas,Texas
Female,37,1983,2,5,25,1983-2-5,Gloria,Greene,Chesapeake,Fifth,Virginia,Virginia
Male,51,1969,2,13,40,1969-2-13,Steven,Simon,Knoxville,Second,Tennessee,Tennessee
Female,81,1939,4,26,96,1939-4-26,Doris,Ortega,Yonkers,Second,New York,New York
Female,57,1963,5,30,19,1963-5-30,Elizabeth,Dean,Oxnard,Washington,California,California
Male,29,1991,6,14,66,1991-6-14,Noah,Meyer,Tucson,Ninth,Arizona,Arizona
Female,64,1956,11,3,27,1956-11-3,Stephanie,Snow,Boise,Park,Idaho,Idaho
Male,61,1959,11,6,100,1959-11-6,Johnny,Schultz,Anaheim,Fourth,California,California
Female,50,1970,12,23,9,1970-12-23,Nancy,Cain,Cary,Third,North Carolina,North Carolina
Male,21,1999,4,9,84,1999-4-9,Aaron,Melton,Salem,Fourth,Oregon,Oregon
Male,44,1976,9,2,64,1976-9-2,Eric,Dudley,Providence,Elm,Rhode Island,Rhode Island
Female,21,1999,3,17,30,1999-3-17,Patricia,Mckenzie,Oakland,Fifth,California,California
Male,81,1939,7,11,16,1939-7-11,Johnny,Casey,Palmdale,Cedar,California,California
Female,53,1967,4,28,80,1967-4-28,Isabella,Vega,Las Vegas,View,Nevada,Nevada
Male,40,1980,8,6,91,1980-8-6,Gregory,Singleton,Austin,Main,Texas,Texas
Female,84,1936,12,13,83,1936-12-13,Deborah,Weber,Seattle,Fourth,Washington,Washington
Male,33,1987,3,6,65,1987-3-6,Alan,Velazquez,Grand Prairie,Hill,Texas,Texas
Male,80,1940,2,23,41,1940-2-23,Terry,Leonard,Elk Grove,View,California,California
Male,37,1983,11,8,38,1983-11-8,Mark,Silva,Kansas City,Third,Missouri,Maryland
Female,37,1983,12,2,69,1983-12-2,Brittany,Pittman,Columbus,Park,Ohio,Ohio
Male,28,1992,2,3,18,1992-2-3,Dylan,Mccray,Irvine,Ninth,California,California
Male,79,1941,11,9,55,1941-11-9,Dennis,Navarro,Santa Clarita,Fourth,California,California
Male,79,1941,8,14,5,1941-8-14,Brian,Mcconnell,Springfield,Hill,Missouri,Missouri
Male,89,1931,12,29,1,1931-12-29,Mark,Joyner,El Paso,Washington,Texas,Texas
Female,22,1998,3,12,13,1998-3-12,Grace,Crane,Bakersfield,View,California,California
Male,73,1947,3,4,29,1947-3-4,Robert,Dixon,Lincoln,Pine,Nebraska,Nebraska
Male,51,1969,2,15,44,1969-2-15,Gabriel,Estrada,Sacramento,Main,California,California
Male,38,1982,1,23,74,1982-1-23,Billy,Ramirez,North Las Vegas,Pine,Nevada,Nevada
Female,23,1997,1,7,91,1997-1-7,Patricia,Walter,Chula Vista,Eighth,California,California
Female,49,1971,11,15,76,1971-11-15,Katherine,Wyatt,Tampa,Oak,Florida,Florida
Male,71,1949,5,10,80,1949-5-10,Raymond,Ashley,Bayamon,Fifth,Puerto Rico,Puerto Rico
Female,38,1982,12,18,34,1982-12-18,Marilyn,Juarez,Anchorage,Park,Alaska,Alaska
Female,47,1973,10,15,56,1973-10-15,Barbara,Hale,Seattle,Sixth,Washington,Washington
Male,81,1939,11,27,50,1939-11-27,Louis,Olson,Laredo,Seventh,Texas,Texas
Male,37,1983,4,12,57,1983-4-12,Stephen,Mccormick,Mesa,Elm,Arizona,Arizona
Male,45,1975,11,19,86,1975-11-19,Jose,Hanson,Riverside,Eighth,California,California
Male,41,1979,4,28,84,1979-4-28,Randy,Hancock,Augusta,Oak,Georgia,Georgia
Male,87,1933,6,1,71,1933-6-1,Douglas,Maddox,Jacksonville,Eighth,Florida,Florida
Male,53,1967,6,16,33,1967-6-16,Roger,Long,Rancho Cucamonga,Maple,California,California
Female,59,1961,8,23,85,1961-8-23,Michelle,Butler,Springfield,Seventh,Missouri,Missouri
Female,26,1994,5,17,94,1994-5-17,Katherine,Ayers,Baton Rouge,Second,Louisiana,Louisiana
Female,75,1945,11,9,36,1945-11-9,Stephanie,Graves,Toledo,Lake,Ohio,Ohio
Male,19,2001,6,20,12,2001-6-20,Jose,Alvarez,Arlington,View,Texas,Texas
Female,19,2001,12,30,40,2001-12-30,Ruth,Contreras,Fresno,Hill,California,California
Male,61,1959,10,4,58,1959-10-4,Louis,Franks,Fontana,Hill,California,California
Male,65,1955,7,27,77,1955-7-27,Dylan,Kent,San Jose,Oak,California,California
Male,43,1977,6,20,11,1977-6-20,Paul,Black,New Orleans,Fifth,Louisiana,Louisiana
Male,33,1987,8,8,42,1987-8-8,Donald,Steele,Jackson,View,Mississippi,Mississippi
Female,74,1946,8,17,66,1946-8-17,Elizabeth,Guerrero,Columbus,Main,Ohio,Ohio
Female,71,1949,4,14,2,1949-4-14,Judy,Mcintosh,Newport News,Maple,Virginia,Virginia
Male,84,1936,1,29,41,1936-1-29,Carl,Lawrence,Dallas,Sixth,Texas,Texas
Female,72,1948,10,29,21,1948-10-29,Evelyn,Gray,Hollywood,Third,Florida,Vermont
Female,49,1971,9,7,8,1971-9-7,Rebecca,Hamilton,Newport News,Pine,Virginia,Virginia
Male,90,1930,12,29,6,1930-12-29,Douglas,Frye,Worcester,Hill,Massachusetts,Massachusetts
Female,58,1962,6,2,64,1962-6-2,Melissa,Norman,Jersey City,Main,New Jersey,New Jersey
Female,69,1951,1,2,25,1951-1-2,Sara,Justice,Detroit,Cedar,Michigan,Michigan
Female,45,1975,4,5,44,1975-4-5,Janet,Cummings,Winston-Salem,Sixth,North Carolina,North Carolina
Female,27,1993,1,9,71,1993-1-9,Alice,Chandler,Indianapolis,Seventh,Indiana,Indiana
Female,88,1932,1,7,43,1932-1-7,Sandra,Houston,Glendale,First,Arizona,Arizona
Female,46,1974,7,1,64,1974-7-1,Linda,Valenzuela,Fort Worth,Eighth,Texas,New York
Male,29,1991,10,11,4,1991-10-11,Jack,Vaughan,El Paso,Third,Texas,Connecticut
Female,56,1964,5,15,36,1964-5-15,Christina,Gentry,Dallas,Lake,Texas,Texas
Female,39,1981,7,11,66,1981-7-11,Shirley,Cooley,Bellevue,Lake,Washington,Washington
Male,64,1956,6,23,41,1956-6-23,Tyler,Slater,Riverside,Ninth,California,California
Female,86,1934,8,30,24,1934-8-30,Theresa,Mcclure,North Las Vegas,Cedar,Nevada,Nevada
Male,68,1952,10,29,56,1952-10-29,Roger,Galloway,St. Paul,Oak,Minnesota,Minnesota
Female,32,1988,12,1,12,1988-12-1,Donna,Faulkner,St. Petersburg,View,Florida,Florida
Female,36,1984,8,9,33,1984-8-9,Rose,Gillespie,Pasadena,Park,Texas,Texas
Female,79,1941,9,22,79,1941-9-22,Kimberly,Goodwin,Spring Valley,View,Nevada,Nevada
Female,77,1943,9,29,4,1943-9-29,Diana,Dixon,Surprise,Hill,Arizona,Arizona
Female,33,1987,1,24,58,1987-1-24,Debra,Trujillo,Lexington,Eighth,Kentucky,Kentucky
Male,76,1944,8,30,43,1944-8-30,William,Duke,Rancho Cucamonga,Park,California,California
Male,50,1970,8,26,28,1970-8-26,Stephen,Deleon,Pasadena,Oak,Texas,Texas
Female,22,1998,3,23,60,1998-3-23,Rebecca,Wise,Dallas,Sixth,Texas,Texas
Female,86,1934,9,4,8,1934-9-4,Judith,Wilcox,Seattle,Main,Washington,Washington
Female,77,1943,1,25,87,1943-1-25,Kathryn,Rosales,Fort Wayne,Sixth,Indiana,Indiana
Male,88,1932,6,29,21,1932-6-29,Stephen,Bullock,Plano,Park,Texas,Texas
Female,42,1978,5,6,22,1978-5-6,Beverly,Tate,Austin,Park,Texas,Texas
Male,90,1930,10,13,82,1930-10-13,Justin,Duncan,Washington,Hill,District of Columbia,District of Columbia
Male,18,2002,10,10,48,2002-10-10,Ronald,Robinson,Enterprise,Eighth,Nevada,Nevada
Female,51,1969,9,17,44,1969-9-17,Joan,Dominguez,Stockton,Fourth,California,California
Male,58,1962,2,13,95,1962-2-13,Bobby,Kennedy,Long Beach,Ninth,California,California
Female,24,1996,4,28,58,1996-4-28,Sophia,Lawson,North Las Vegas,Main,Nevada,Nevada
Female,47,1973,3,4,22,1973-3-4,Michelle,Leach,Washington,Sixth,District of Columbia,District of Columbia
Male,30,1990,4,29,77,1990-4-29,Mark,England,Henderson,Lake,Nevada,Nevada
Male,76,1944,12,15,95,1944-12-15,Adam,Kemp,San Jose,First,California,California
Female,65,1955,5,25,37,1955-5-25,Emma,Henson,Yonkers,Pine,New York,New York
Male,21,1999,11,20,3,1999-11-20,Robert,Spencer,Reno,Ninth,Nevada,Nevada
Female,61,1959,12,14,75,1959-12-14,Sara,Giles,San Jose,Fifth,California,California
Male,26,1994,4,6,83,1994-4-6,Justin,Baker,Little Rock,Third,Arkansas,Arkansas
Male,87,1933,4,10,39,1933-4-10,Benjamin,Levy,St. Louis,First,Missouri,Missouri
Male,25,1995,2,10,77,1995-2-10,Andrew,Morrow,Boise,View,Idaho,Idaho
Female,59,1961,4,3,92,1961-4-3,Grace,Castaneda,Kansas City,First,Missouri,Missouri
Female,67,1953,12,9,83,1953-12-9,Beverly,Newman,St. Paul,Cedar,Minnesota,Minnesota
Female,62,1958,2,12,70,1958-2-12,Amber,Mcdonald,Bakersfield,First,California,California
Female,28,1992,6,15,77,1992-6-15,Patricia,Harding,Pasadena,Seventh,Texas,Texas
Female,86,1934,3,27,95,1934-3-27,Amanda,Mercer,Henderson,Pine,Nevada,Nevada
Female,56,1964,7,19,5,1964-7-19,Kathryn,Estrada,Mobile,Hill,Alabama,Alabama
Male,90,1930,11,16,85,1930-11-16,Henry,Barnett,Detroit,Park,Michigan,Michigan
Female,64,1956,8,19,8,1956-8-19,Brittany,Barnes,Seattle,Oak,Washington,Washington
Male,78,1942,4,4,89,1942-4-4,Gerald,Curry,Cary,Cedar,North Carolina,North Carolina
Female,77,1943,8,14,2,1943-8-14,Marilyn,Hobbs,Mobile,Main,Alabama,Alabama
Male,81,1939,10,16,39,1939-10-16,Jordan,Stevens,St. Petersburg,Park,Florida,Florida
Female,58,1962,7,12,32,1962-7-12,Sharon,Decker,Santa Rosa,Seventh,California,California
Female,88,1932,2,11,14,1932-2-11,Anna,Good,Cincinnati,Seventh,Ohio,Ohio
Female,41,1979,8,6,71,1979-8-6,Victoria,Sandoval,Sunnyvale,Cedar,California,California
Female,26,1994,12,11,86,1994-12-11,Angela,Tucker,Oklahoma City,Lake,Oklahoma,Oklahoma
Female,52,1968,8,12,93,1968-8-12,Alexis,Ware,Honolulu,Fourth,Hawaii,Hawaii
Male,67,1953,1,13,36,1953-1-13,Jerry,Cameron,Fayetteville,Sixth,North Carolina,North Carolina
Male,86,1934,1,20,66,1934-1-20,Paul,Day,Paterson,Seventh,New Jersey,New Jersey
Female,47,1973,5,23,53,1973-5-23,Rebecca,Sexton,Riverside,Main,California,California
Female,20,2000,7,13,18,2000-7-13,Pamela,Moody,Honolulu,Fourth,Hawaii,Hawaii
Female,55,1965,3,21,11,1965-3-21,Theresa,Reid,Tulsa,Oak,Oklahoma,Oklahoma
Male,26,1994,12,8,16,1994-12-8,Ethan,Stephenson,Stockton,Elm,California,California
Male,30,1990,1,6,25,1990-1-6,Thomas,Lott,Omaha,Sixth,Nebraska,Nebraska
Female,80,1940,7,17,62,1940-7-17,Shirley,Craft,Surprise,Eighth,Arizona,Arizona
Male,56,1964,3,28,79,1964-3-28,Kyle,Burgess,Aurora,Park,Colorado,Colorado
Female,43,1977,3,21,99,1977-3-21,Marilyn,Barton,Phoenix,Fourth,Arizona,Arizona
Male,19,2001,2,22,59,2001-2-22,Patrick,Bray,Portland,Second,Oregon,Oregon
Female,82,1938,5,24,19,1938-5-24,Brenda,Gallagher,Garland,Pine,Texas,Mississippi
Female,48,1972,11,23,23,1972-11-23,Nicole,Kelley,Plano,Fourth,Texas,Texas
Male,19,2001,10,17,39,2001-10-17,Randy,Pennington,Glendale,Oak,Arizona,Arizona
Male,54,1966,8,6,6,1966-8-6,Nathan,Suarez,Rochester,Oak,New York,New York
